rank,word,occurrences (ppm),lemma forms
3834,conoció,17,conocer
3835,pinta,17,pinta pintar
3836,matamos,17,matar
3837,funcionan,17,funcionar
3838,cocinar,17,cocinar
3839,cima,17,cima
3840,atractivo,17,atractivo
3841,preguntes,17,preguntar
3842,necesitaré,17,necesitar
3843,lleguemos,17,llegar
3844,interrumpir,17,interrumpir
3845,haberla,17,haber
3846,apropiado,17,apropiado
3847,presentimiento,17,presentimiento
3848,intentamos,17,intentar
3849,finales,17,final
3850,evitarlo,17,evitar
3851,enviaré,17,enviar
3852,deporte,17,deporte
3853,bajando,17,bajar
3854,sucia,17,sucio
3855,recibimos,17,recibir
3856,pastillas,17,pastilla
3857,ceremonia,17,ceremonia
3858,tina,17,tina
3859,muelle,17,muelle
3860,maletas,17,maleta
3861,hijas,17,hija
3862,desconocido,17,desconocido desconocer
3863,conseguiré,17,conseguir
3864,refugio,17,refugio refugiar
3865,imagina,17,imaginar
3866,franceses,17,francés
3867,convertirse,17,convertir
3868,arruinado,17,arruinado arruinar
3869,vomitar,17,vomitar
3870,pasajeros,17,pasajero
3871,normales,17,normal
3872,disfraz,17,disfraz
3873,continúe,17,continuar
3874,arreglado,17,arreglado arreglar
3875,aprende,17,aprender
3876,venimos,17,venir
3877,tenerte,17,tener
3878,seguirá,17,seguir
3879,razonable,17,razonable
3880,puesta,17,puesta puesto poner
3881,masaje,17,masaje
3882,lágrimas,17,lágrima
3883,gustaria,17,gustar
3884,extranjero,17,extranjero
3885,dejaremos,17,dejar
3886,apellido,17,apellido
3887,alguacil,17,alguacil
3888,temporal,17,temporal
3889,rompe,17,romper
3890,mayo,17,mayo
3891,egoísta,17,egoísta
3892,aceite,17,aceite
3893,platos,17,plato
3894,miércoles,17,miércoles
3895,indios,17,indio
3896,decimos,17,decir
3897,bolsas,17,bolsa
3898,anuncio,17,anuncio
3899,tirado,17,tirado tirar
3900,notado,17,notado notar
3901,mutantes,17,mutante
3902,imaginas,17,imaginar
3903,habitaciones,17,habitación
3904,grecia,17,Grecia
3905,entré,17,entrar
3906,díselo,17,decir
3907,césar,17,césar César
3908,comprado,17,comprado comprar
3909,cocaína,17,cocaína
3910,amarillo,17,amarillo
3911,acabará,17,acabar
3912,suceda,17,suceder
3913,mentes,17,mente
3914,maldad,17,maldad
3915,gustará,17,gustar
3916,eliminar,17,eliminar
3917,corbata,17,corbata
3918,atrapados,17,atrapado atrapar
3919,sabíamos,17,saber
3920,merezco,17,merecer
3921,medalla,17,medalla
3922,lograste,17,lograr
3923,jaula,17,jaula
3924,dió,17,dar
3925,chofer,17,chofer
3926,informado,17,informado informar
3927,fatal,17,fatal
3928,enfadado,17,enfadado enfadar
3929,cubierto,17,cubierto cubrir
3930,compañera,17,compañera
3931,ronda,17,ronda rondar
3932,cobra,17,cobra cobrar
3933,cantante,17,cantante
3934,abrazo,17,abrazo abrazar
3935,tarjetas,17,tarjeta
3936,sentarme,17,sentar
3937,refería,17,referir
3938,indica,17,indicar
3939,gravedad,17,gravedad
3940,ganando,17,ganar
3941,estúpidos,17,estúpido
3942,elecciones,17,elección
3943,collar,17,collar
3944,cincuenta,17,cincuenta
3945,programas,17,programa
3946,naturalmente,17,naturalmente
3947,embajada,17,embajada
3948,desayunar,17,desayunar
3949,dejaría,17,dejar
3950,vigila,17,vigilar
3951,quisieras,17,querer
3952,intereses,17,interés
3953,agárrate,17,agarrar
3954,aéreo,17,aéreo
3955,traición,17,traición
3956,seguiré,17,seguir
3957,salvajes,17,salvaje
3958,prefiere,17,preferir
3959,podéis,17,poder
3960,mueres,17,morir
3961,molestar,17,molestar
3962,italiano,17,italiano
3963,dejarla,17,dejar
3964,corazones,17,corazón
3965,averiguarlo,17,averiguar
3966,ave,17,ave
3967,arreglarlo,17,arreglar
3968,advierto,17,advertir
3969,vendiendo,17,vender
3970,pública,17,público
3971,monje,17,monje
3972,jugamos,17,jugar
3973,hablarme,17,hablar
3974,escoger,17,escoger
3975,andas,17,andar
3976,ví,17,ver
3977,pico,17,pico
3978,llevé,17,llevar
3979,entro,17,entrar
3980,tenias,17,tener
3981,priorato,17,priorato
3982,perdemos,17,perder
3983,industria,17,industria
3984,cretino,17,cretino
3985,cafetería,17,cafetería
3986,cabaña,17,cabaña
3987,aparecer,17,aparecer
3988,tradición,17,tradición
3989,suelto,17,suelto soltar
3990,publicidad,17,publicidad
3991,pares,17,parar par
3992,oídos,17,oído
3993,medida,17,medida medir
3994,japoneses,17,japonés
3995,dieta,17,dieta
3996,capa,17,capa
3997,vendrás,16,venir
3998,sincronizado,16,sincronizado sincronizar
3999,historial,16,historial
4000,guión,16,guión
4001,enano,16,enano
4002,devolver,16,devolver
4003,solitario,16,solitario
4004,misiles,16,misil
4005,desnuda,16,desnudo desnudar
4006,vaquero,16,vaquero
4007,únicos,16,único
4008,trasera,16,trasero
4009,sano,16,sano
4010,piezas,16,pieza
4011,liga,16,liga ligar
4012,gerente,16,gerente
4013,caridad,16,caridad
4014,armados,16,armado armar
4015,trajeron,16,traer
4016,religión,16,religión
4017,fotografías,16,fotografía
4018,sentirse,16,sentir
4019,rezar,16,rezar
4020,protege,16,proteger
4021,preparen,16,preparar
4022,niñera,16,niñera
4023,naranja,16,naranja naranjo
4024,matarnos,16,matar
4025,jugada,16,jugada jugar
4026,espérame,16,esperar
4027,enseñarte,16,enseñar
4028,cohete,16,cohete
4029,tanques,16,tanque
4030,sombras,16,sombra
4031,moverse,16,mover
4032,llegara,16,llegar
4033,cortó,16,cortar
4034,cierren,16,cerrar
4035,volverán,16,volver
4036,usamos,16,usar
4037,sabremos,16,saber
4038,maletín,16,maletín
4039,lenguaje,16,lenguaje
4040,invitación,16,invitación
4041,cambian,16,cambiar
4042,rehenes,16,rehén
4043,encontremos,16,encontrar
4044,descubrí,16,descubrir
4045,audiencia,16,audiencia
4046,agenda,16,agenda
4047,sígueme,16,seguir
4048,sensible,16,sensible
4049,reverendo,16,reverendo
4050,queréis,16,querer
4051,cazar,16,cazar
4052,bodas,16,boda
4053,seguiremos,16,seguir
4054,rosas,16,rosa
4055,retiro,16,retiro retirar
4056,primeras,16,primero
4057,poderosa,16,poderoso
4058,deberia,16,deber
4059,cantando,16,cantar
4060,antiguos,16,antiguo
4061,teme,16,temer
4062,síganme,16,seguir
4063,moviendo,16,mover
4064,juventud,16,juventud
4065,equivocas,16,equivocar
4066,trabajadores,16,trabajador
4067,seguí,16,seguir
4068,salvaste,16,salvar
4069,pulmones,16,pulmón
4070,payaso,16,payaso
4071,oírlo,16,oír
4072,fama,16,fama
4073,engaño,16,engaño engañar
4074,distrito,16,distrito
4075,disculparme,16,disculpar
4076,ciudadano,16,ciudadano
4077,robando,16,robar
4078,equipaje,16,equipaje
4079,ciencias,16,ciencia
4080,ubicación,16,ubicación
4081,federales,16,federal
4082,tratamos,16,tratar
4083,ofrece,16,ofrecer
4084,junio,16,junio
4085,extremadamente,16,extremadamente
4086,actuando,16,actuar
4087,traducción,16,traducción
4088,supiste,16,saber
4089,sacarlo,16,sacar
4090,preparando,16,preparar
4091,letras,16,letra
4092,típico,16,típico
4093,reserva,16,reserva reservar
4094,propuesta,16,propuesta propuesto proponer
4095,plataforma,16,plataforma
4096,mago,16,mago
4097,linea,16,linea
4098,dude,16,dudar
4099,busque,16,buscar
4100,tabaco,16,tabaco
4101,principios,16,principio
4102,dormida,16,dormido dormir
4103,costó,16,costar
4104,causar,16,causar
4105,temer,16,temer
4106,subiendo,16,subir
4107,rollo,16,rollo
4108,hechizo,16,hechizo hechizar
4109,gusano,16,gusano
4110,guau,16,guau
4111,grupos,16,grupo
4112,discos,16,disco
4113,despierte,16,despertar
4114,ocurriendo,16,ocurrir
4115,horario,16,horario
4116,expedientes,16,expediente
4117,envié,16,enviar
4118,dibujos,16,dibujo
4119,concurso,16,concurso
4120,autopista,16,autopista
4121,atacó,16,atacar
4122,vendedor,16,vendedor
4123,sigas,16,seguir
4124,rebeldes,16,rebelde
4125,radar,16,radar
4126,expresión,16,expresión
4127,escuchan,16,escuchar
4128,use,16,usar
4129,resultó,16,resultar
4130,principe,16,príncipe
4131,hágalo,16,hacer
4132,exposición,16,exposición
4133,demasiadas,16,demasiado
4134,cuidando,16,cuidar
4135,aterrizaje,16,aterrizaje
4136,apetece,16,apetecer
4137,tomaron,16,tomar
4138,sorprendente,16,sorprendente
4139,responda,16,responder
4140,olvidaste,16,olvidar
4141,lobos,16,lobo
4142,echado,16,echado echar
4143,deberias,16,deber
4144,cortado,16,cortado cortar
4145,citas,16,cita
4146,abiertos,16,abierto abrir
4147,zapato,16,zapato
4148,preso,16,preso
4149,lastimar,16,lastimar
4150,explosivos,16,explosivo
4151,colegas,16,colega
4152,supieras,16,saber
4153,secretaria,16,secretaria
4154,queridos,16,querido querer
4155,morirás,16,morir
4156,cuero,16,cuero
4157,confesión,16,confesión
4158,círculo,16,círculo
4159,sabéis,16,saber
4160,química,16,química
4161,obras,16,obra obrar
4162,llores,16,llorar
4163,juegas,16,jugar
4164,invisible,16,invisible
4165,fase,16,fase
4166,esconde,16,esconder
4167,capitan,16,capitán
4168,adulto,16,adulto
4169,vacía,16,vacío
4170,siéntense,16,sentar
4171,pastor,16,pastor
4172,llegada,16,llegada llegar
4173,gatillo,16,gatillo
4174,debamos,16,deber
4175,teléfonos,16,teléfono
4176,saqué,16,sacar
4177,regresará,16,regresar
4178,olvidaré,16,olvidar
4179,límites,16,límite
4180,jovencita,16,jovencita
4181,dibujo,16,dibujo dibujar
4182,británico,16,británico
4183,balboa,16,balboa
4184,psiquiatra,15,psiquiatra
4185,objetos,15,objeto
4186,negociar,15,negociar
4187,formar,15,formar
4188,fiel,15,fiel
4189,diosa,15,diosa
4190,descubrió,15,descubrir
4191,ala,15,ala
4192,abril,15,abril
4193,saldré,15,salir
4194,mías,15,mío
4195,disfruta,15,disfrutar
4196,atender,15,atender
4197,tomaremos,15,tomar
4198,oreja,15,oreja
4199,necesitaremos,15,necesitar
4200,motores,15,motor
4201,intenciones,15,intención
4202,cumplido,15,cumplido cumplir
4203,brindis,15,brindis
4204,villa,15,villa
4205,trono,15,trono
4206,traen,15,traer
4207,sentados,15,sentado sentar
4208,samurai,15,samurai
4209,salía,15,salir
4210,raras,15,raro
4211,producción,15,producción
4212,medias,15,medio
4213,lavar,15,lavar
4214,jazz,15,jazz
4215,extraordinario,15,extraordinario
4216,causado,15,causado causar
4217,serpientes,15,serpiente
4218,revisa,15,revisar
4219,quedate,15,quedar
4220,nervios,15,nervio
4221,estable,15,estable
4222,cerdos,15,cerdo
4223,riesgos,15,riesgo
4224,pasaste,15,pasar
4225,madres,15,madre
4226,instinto,15,instinto
4227,episodio,15,episodio
4228,empezaron,15,empezar
4229,aniversario,15,aniversario
4230,viera,15,ver
4231,viajes,15,viaje
4232,trabajé,15,trabajar
4233,rango,15,rango
4234,preocupación,15,preocupación
4235,métete,15,meter
4236,imaginé,15,imaginar
4237,hayamos,15,haber
4238,fenómeno,15,fenómeno
4239,dolores,15,dolor
4240,demanda,15,demanda demandar
4241,creó,15,creer
4242,asegurar,15,asegurar
4243,pesadillas,15,pesadilla
4244,niega,15,negar
4245,molestia,15,molestia
4246,extremo,15,extremo
4247,debilidad,15,debilidad
4248,compasión,15,compasión
4249,camiones,15,camión
4250,aproximadamente,15,aproximadamente
4251,afecta,15,afectar
4252,administración,15,administración
4253,reconocimiento,15,reconocimiento
4254,recientemente,15,recientemente
4255,practicar,15,practicar
4256,pierdas,15,perder
4257,pandilla,15,pandilla
4258,miss,15,miss
4259,mates,15,matar mate
4260,disparando,15,disparar
4261,británicos,15,británico
4262,ayudarlos,15,ayudar
4263,sueldo,15,sueldo
4264,siguió,15,seguir
4265,significado,15,significado significar
4266,miente,15,mentir
4267,medidas,15,medida medir
4268,guitarra,15,guitarra
4269,custodia,15,custodia
4270,boletos,15,boleto
4271,ayudado,15,ayudar
4272,sentarte,15,sentar
4273,risa,15,risa
4274,quemar,15,quemar
4275,prometió,15,prometer
4276,observando,15,observar
4277,lectura,15,lectura
4278,jódete,15,joder
4279,considerado,15,considerado considerar
4280,cometer,15,cometer
4281,cambié,15,cambiar
4282,asientos,15,asiento
4283,satisfecho,15,satisfecho satisfacer
4284,saludable,15,saludable
4285,lanzar,15,lanzar
4286,hoja,15,hoja
4287,conozca,15,conocer
4288,concepto,15,concepto
4289,colgar,15,colgar
4290,apunta,15,apuntar
4291,renta,15,renta rentar
4292,prefieres,15,preferir
4293,pediré,15,pedir
4294,mediodía,15,mediodía
4295,influencia,15,influencia
4296,hacernos,15,hacer
4297,figura,15,figura figurar
4298,ensayo,15,ensayo ensayar
4299,coordenadas,15,coordenada
4300,casó,15,casar
4301,político,15,político
4302,países,15,país
4303,once,15,once
4304,matarlos,15,matar
4305,graduación,15,graduación
4306,frase,15,frase
4307,eterna,15,eterno
4308,estarlo,15,estar
4309,descuida,15,descuidar
4310,toalla,15,toalla
4311,próximos,15,próximo
4312,monedas,15,moneda
4313,mirad,15,mirar
4314,miraba,15,mirar
4315,griegos,15,griego
4316,famosa,15,famoso
4317,corredor,15,corredor
4318,atravesar,15,atravesar
4319,aguas,15,agua
4320,modales,15,modal
4321,guerras,15,guerra
4322,eternidad,15,eternidad
4323,conocerla,15,conocer
4324,busquen,15,buscar
4325,acuerda,15,acuerdo acordar
4326,sentirme,15,sentir
4327,quema,15,quemar
4328,poema,15,poema
4329,ordenó,15,ordenar
4330,espiritual,15,espiritual
4331,costumbre,15,costumbre
4332,comencé,15,comenzar
4333,cabra,15,cabra
4334,alquiler,15,alquiler
4335,vencido,15,vencido vencer
4336,vela,15,vela velar
4337,trataré,15,tratar
4338,sospechosos,15,sospechoso
4339,quinto,15,quinto
4340,pilotos,15,piloto
4341,perdieron,15,perder
4342,generación,15,generación
4343,formación,15,formación
4344,estructura,15,estructura
4345,concéntrate,15,concentrar
4346,complejo,15,complejo
4347,voces,15,voz
4348,tragos,15,trago
4349,temor,15,temor
4350,república,15,república
4351,recursos,15,recurso
4352,presentación,15,presentación
4353,pirámide,15,pirámide
4354,oficialmente,15,oficialmente
4355,maquillaje,15,maquillaje
4356,guardaespaldas,15,guardaespaldas
4357,escucharme,15,escuchar
4358,dejara,15,dejar
4359,contiene,15,contener
4360,bendición,15,bendición
4361,vuestros,15,vuestro
4362,semejante,15,semejante
4363,pague,15,pagar
4364,molestes,15,molestar
4365,cultura,15,cultura
4366,comió,15,comer
4367,antecedentes,15,antecedente
4368,tendríamos,15,tener
4369,representante,15,representante
4370,prestado,15,prestado prestar
4371,posesión,15,posesión
4372,oir,15,oír
4373,nubes,15,nube
4374,meterte,15,meter
4375,guantes,15,guante
4376,esperabas,15,esperar
4377,enseña,15,enseñar
4378,encontrarme,15,encontrar
4379,consejos,15,consejo
4380,regreses,15,regresar
4381,preocupen,15,preocupar
4382,pistolas,15,pistola
4383,gane,15,ganar
4384,sos,15,ser
4385,niveles,15,nivel
4386,ganaste,15,ganar
4387,considerando,15,considerar
4388,capital,15,capital
4389,cambie,15,cambiar
4390,ánimo,15,ánimo
4391,utilizar,15,utilizar
4392,lograrlo,15,lograr
4393,llévate,15,llevar
4394,gafas,15,gafas
4395,espíritus,15,espíritu
4396,preguntaste,15,preguntar
4397,pagará,15,pagar
4398,maíz,15,maíz
4399,estacionamiento,15,estacionamiento
4400,contactos,15,contacto contactar
4401,aguja,15,aguja
4402,trenes,15,tren
4403,soporto,15,soportar
4404,sacaré,15,sacar
4405,oido,15,oído
4406,fortaleza,15,fortaleza
4407,corea,15,corea
4408,conversar,15,conversar
4409,computadoras,15,computadora
4410,cálmese,15,calmar
4411,volante,15,volante
4412,sucederá,15,suceder
4413,decías,15,decir
4414,data,15,data
4415,cuente,15,contar
4416,civilización,15,civilización
4417,cabrones,15,cabrón
4418,arruinar,15,arruinar
4419,vampiro,14,vampiro
4420,tocó,14,tocar
4421,regresé,14,regresar
4422,pases,14,pasar
4423,fantástica,14,fantástico
4424,facil,14,fácil
4425,estabamos,14,estar
4426,diera,14,dar
4427,detenga,14,detener
4428,violación,14,violación
4429,hemorragia,14,hemorragia
4430,fianza,14,fianza
4431,docena,14,docena
4432,centavo,14,centavo
4433,célula,14,célula
4434,carreras,14,carrera
4435,callado,14,callado callar
4436,rodilla,14,rodilla
4437,prometes,14,prometer
4438,profundamente,14,profundamente
4439,posiciones,14,posición
4440,hicieras,14,hacer
4441,furioso,14,furioso
4442,desperté,14,despertar
4443,comes,14,comer
4444,ciega,14,ciego
4445,cicatriz,14,cicatriz
4446,bebidas,14,bebida bebido beber
4447,acércate,14,acercar
4448,tiró,14,tirar
4449,policial,14,policial
4450,pasear,14,pasear
4451,masa,14,masa
4452,llegues,14,llegar
4453,global,14,global
4454,escapado,14,escapado escapar
4455,dinos,14,decir
4456,cuarta,14,cuarto
4457,bienes,14,bien
4458,aparato,14,aparato
4459,sostén,14,sostén sostener
4460,realizar,14,realizar
4461,permitiré,14,permitir
4462,orgullosos,14,orgulloso
4463,corten,14,cortar
4464,comisión,14,comisión
4465,vidrio,14,vidrio
4466,presa,14,presa preso
4467,ocupados,14,ocupado ocupar
4468,morfina,14,morfina
4469,habrían,14,haber
4470,columna,14,columna
4471,sacaron,14,sacar
4472,patas,14,pata
4473,oírme,14,oír
4474,ocultar,14,ocultar
4475,objeción,14,objeción
4476,maneja,14,manejar
4477,largas,14,largo largar
4478,generalmente,14,generalmente
4479,fuentes,14,fuente
4480,cubrir,14,cubrir
4481,ataca,14,atacar
4482,tenis,14,tenis
4483,santos,14,santo
4484,potencial,14,potencial
4485,plano,14,plano
4486,levante,14,levantar
4487,escala,14,escala escalar
4488,enfrentar,14,enfrentar
4489,cuánta,14,cuánto cuanto
4490,sobra,14,sobra sobrar
4491,rumor,14,rumor
4492,páginas,14,página
4493,órganos,14,órgano
4494,león,14,león
4495,entras,14,entrar
4496,decían,14,decir
4497,chinos,14,chino
4498,brujas,14,bruja
4499,barbara,14,bárbaro Barbara
4500,admiro,14,admirar
4501,voto,14,voto votar
4502,volvieron,14,volver
4503,suelte,14,soltar
4504,reto,14,reto retar
4505,metes,14,meter
4506,infarto,14,infarto
4507,cuyo,14,cuyo
4508,construyó,14,construir
4509,boleto,14,boleto
4510,besar,14,besar
4511,portal,14,portal
4512,ponemos,14,poner
4513,monte,14,monte
4514,discusión,14,discusión
4515,digno,14,digno
4516,desean,14,desear
4517,darse,14,dar
4518,considerar,14,considerar
4519,bancos,14,banco
4520,poción,14,poción
4521,perdóneme,14,perdonar
4522,pensabas,14,pensar
4523,generoso,14,generoso
4524,estatua,14,estatua
4525,convencer,14,convencer
4526,conocida,14,conocida conocido conocer
4527,comenzamos,14,comenzar
4528,aceptado,14,aceptado aceptar
4529,rob,14,rob Rob
4530,importar,14,importar
4531,fracaso,14,fracaso fracasar
4532,ciertos,14,cierto
4533,bomberos,14,bombero
4534,sorprendido,14,sorprendido sorprender
4535,protegido,14,protegido proteger
4536,presenta,14,presentar
4537,metí,14,meter
4538,entenderlo,14,entender
4539,detengan,14,detener
4540,conflicto,14,conflicto
4541,códigos,14,código
4542,seco,14,seco
4543,sabiendo,14,saber
4544,hacerla,14,hacer
4545,graves,14,grave
4546,dejarás,14,dejar
4547,convencido,14,convencido convencer
4548,comprende,14,comprender
4549,bromas,14,broma
4550,oyen,14,oír
4551,moleste,14,molestar
4552,mencionar,14,mencionar
4553,gastos,14,gasto
4554,estaríamos,14,estar
4555,esperaremos,14,esperar
4556,encontrarán,14,encontrar
4557,billetes,14,billete
4558,arco,14,arco
4559,altos,14,alto
4560,actores,14,actor
4561,talvez,14,talvez
4562,sitios,14,sitio
4563,saluda,14,saludar
4564,quejas,14,queja quejar
4565,planeando,14,planear
4566,moriremos,14,morir
4567,marica,14,marica
4568,habrías,14,haber
4569,estarían,14,estar
4570,dejarán,14,dejar
4571,amantes,14,amante
4572,acostumbrado,14,acostumbrado acostumbrar
4573,torneo,14,torneo tornear
4574,planos,14,plano
4575,ordeno,14,ordenar
